id,Restaurant Name,Category,Price Tier,Neighborhood,Opening Hours,Average Rating (out of 5 stars),Good for kids
726,nbirkbeckk5,Chinese,Cheap,Soundview,9:00 - 20:00,2,True
727,wcroneenk6,Italian,Expensive,Long Island City,9:00 - 20:00,1,False
728,gpoatk7,American,Medium,Long Island City,9:00 - 20:00,5,True
729,mvannaccik8,American,Cheap,Riverdale,9:00 - 20:00,1,True
730,apresshaughk9,Japanese,Medium,Brooklyn Heights,9:00 - 20:00,4,True
731,sallmarkka,Chinese,Medium,Washington Heights,9:00 - 20:00,4,False
732,dduxburykb,Thai,Cheap,Throgs Neck,9:00 - 20:00,2,True
733,bashbeekc,Mexican,Expensive,Soundview,9:00 - 20:00,1,True
734,ahellierkd,Pizza,Cheap,Jamaica,9:00 - 20:00,2,True
735,koxtarbyke,Italian,Medium,Great Kills,9:00 - 20:00,3,False
736,bparrykf,Pizza,Expensive,Upper West Side,9:00 - 20:00,4,True
737,coflannerykg,Burger,Medium,Jamaica,9:00 - 20:00,1,False
738,kcumptonkh,Korean,Expensive,Forest Hills,9:00 - 20:00,1,False
739,mdaughteryki,American,Expensive,Throgs Neck,9:00 - 20:00,3,False
740,awyneskj,Korean,Medium,Hunts Point,9:00 - 20:00,2,False
741,rwitherbedkk,Indian,Medium,Upper East Side,9:00 - 20:00,5,False
742,pscotchbrookkl,American,Medium,Morris Park,9:00 - 20:00,2,True
743,vhubblekm,Italian,Medium,Upper East Side,9:00 - 20:00,3,True
744,fkettridgekn,Japanese,Expensive,Riverdale,9:00 - 20:00,2,False
745,ijeayesko,Korean,Expensive,Fordham,9:00 - 20:00,4,True
746,csimminskp,Fast Food,Expensive,Throgs Neck,9:00 - 20:00,5,True
747,lcubbinikq,American,Cheap,Riverdale,9:00 - 20:00,2,False
748,aleechmankr,Thai,Expensive,Belmont,9:00 - 20:00,3,True
749,amiddlemistks,Italian,Expensive,Bedford-Stuyvesant,9:00 - 20:00,5,False
750,ztiddkt,Pizza,Expensive,Crown Heights,9:00 - 20:00,1,True
751,tzoldku,Italian,Cheap,Astoria,9:00 - 20:00,2,False
752,cralestonkv,Pizza,Cheap,Park Slope,9:00 - 20:00,3,True
753,fgoggankw,French,Medium,Mott Haven,9:00 - 20:00,4,False
754,tweighkx,Burger,Medium,Soundview,9:00 - 20:00,1,False
755,cfinlaterky,Pizza,Cheap,Hunts Point,9:00 - 20:00,1,True
756,oboldenkz,Korean,Medium,Bushwick,9:00 - 20:00,4,True
757,dcamierl0,Korean,Medium,Mott Haven,9:00 - 20:00,1,False
758,jgronowel1,Fast Food,Expensive,Bedford-Stuyvesant,9:00 - 20:00,5,True
759,scardnelll2,Mexican,Cheap,Morris Park,9:00 - 20:00,4,False
760,gduhamell3,French,Medium,Hunts Point,9:00 - 20:00,2,False
761,msowoodl4,Korean,Cheap,Tottenville,9:00 - 20:00,1,False
762,hmandrel5,Pizza,Medium,Red Hook,9:00 - 20:00,2,True
763,nexalll6,Mexican,Expensive,Tompkinsville,9:00 - 20:00,5,True
764,alovel7,American,Medium,Brooklyn Heights,9:00 - 20:00,3,True
765,chardmanl8,Chinese,Medium,Kingsbridge,9:00 - 20:00,1,True
766,fpotteridgel9,Korean,Cheap,Crown Heights,9:00 - 20:00,1,True
767,smaccardlela,French,Expensive,Forest Hills,9:00 - 20:00,4,True
768,eiansonlb,American,Expensive,SoHo,9:00 - 20:00,2,False
769,lhumbeylc,Indian,Expensive,Forest Hills,9:00 - 20:00,4,False
770,bgresld,Fast Food,Cheap,Astoria,9:00 - 20:00,3,False
771,rritchiele,American,Expensive,Great Kills,9:00 - 20:00,3,False
772,kdolanlf,Indian,Medium,Bedford-Stuyvesant,9:00 - 20:00,5,True
773,djakubowskylg,Mexican,Cheap,Mott Haven,9:00 - 20:00,3,True
774,hgleadhelllh,Fast Food,Medium,Chelsea,9:00 - 20:00,1,True
775,cdaudrayli,Japanese,Cheap,Astoria,9:00 - 20:00,1,False
776,dandriulislj,Fast Food,Cheap,Stapleton,9:00 - 20:00,2,False
777,gprivostlk,Mexican,Expensive,Tottenville,9:00 - 20:00,3,False
778,askehensll,Chinese,Cheap,Hunts Point,9:00 - 20:00,3,False
779,aangearlm,Chinese,Cheap,DUMBO,9:00 - 20:00,5,True
780,jmilksopln,French,Medium,Bedford-Stuyvesant,9:00 - 20:00,1,True
781,gnunnerleylo,Thai,Medium,SoHo,9:00 - 20:00,1,True
782,dferrettilp,French,Cheap,Stapleton,9:00 - 20:00,3,False
783,bbloschkelq,Korean,Medium,Washington Heights,9:00 - 20:00,2,True
784,dwalelr,Indian,Medium,Jackson Heights,9:00 - 20:00,4,True
785,cmurriganls,Italian,Medium,Harlem,9:00 - 20:00,4,True
786,ebinnslt,American,Expensive,Annadale,9:00 - 20:00,1,True
787,nsheachlu,Indian,Medium,Sunnyside,9:00 - 20:00,2,False
788,llinebargerlv,American,Cheap,Harlem,9:00 - 20:00,4,True
789,rguitellw,Fast Food,Medium,Annadale,9:00 - 20:00,5,False
790,wneathwaylx,Italian,Cheap,Midtown,9:00 - 20:00,3,True
791,gevansonly,Mexican,Expensive,Morris Park,9:00 - 20:00,4,True
792,tbalkwilllz,Thai,Cheap,Tribeca,9:00 - 20:00,5,True
793,skiralym0,American,Cheap,Tompkinsville,9:00 - 20:00,2,True
794,cbodiamm1,Chinese,Medium,Park Slope,9:00 - 20:00,5,False
795,ascarrm2,Korean,Expensive,Crown Heights,9:00 - 20:00,2,False
796,mcromerm3,Pizza,Medium,Park Slope,9:00 - 20:00,4,False
797,bgoodem4,Japanese,Expensive,Washington Heights,9:00 - 20:00,2,True
798,mbuistm5,American,Medium,Woodside,9:00 - 20:00,3,True
799,cmeenehanm6,Pizza,Cheap,Westerleigh,9:00 - 20:00,3,False
800,cjachimakm7,Korean,Cheap,Prospect Heights,9:00 - 20:00,2,True
801,rsargintm8,Indian,Medium,Park Slope,9:00 - 20:00,5,False
802,efishburnm9,Korean,Medium,DUMBO,9:00 - 20:00,4,True
803,rhowardma,Chinese,Medium,Rosebank,9:00 - 20:00,2,True
804,gtriponymb,American,Expensive,SoHo,9:00 - 20:00,4,True
805,jgerredmc,Pizza,Cheap,Upper West Side,9:00 - 20:00,5,False
806,ivarnhammd,Burger,Medium,Westerleigh,9:00 - 20:00,5,False
807,hpepime,Indian,Medium,Flushing,9:00 - 20:00,5,True
808,blidgatemf,American,Medium,Harlem,9:00 - 20:00,1,True
809,aspreullmg,French,Expensive,Brooklyn Heights,9:00 - 20:00,4,False
810,jraymondmh,Japanese,Medium,Greenpoint,9:00 - 20:00,4,True
811,ckastelmi,Korean,Cheap,Jackson Heights,9:00 - 20:00,1,False
812,lcyseleymj,Chinese,Medium,DUMBO,9:00 - 20:00,3,False
813,nsabatinimk,Korean,Medium,Soundview,9:00 - 20:00,5,True
814,egoodredgeml,Burger,Expensive,Flushing,9:00 - 20:00,5,False
815,tcessmm,Fast Food,Cheap,Woodside,9:00 - 20:00,2,True
816,rblazicmn,Korean,Medium,Rego Park,9:00 - 20:00,5,True
817,cgoldhillmo,Burger,Expensive,Astoria,9:00 - 20:00,2,True
818,lbruntonmp,Korean,Medium,Rosebank,9:00 - 20:00,3,False
819,jrosendorfmq,Indian,Cheap,Chelsea,9:00 - 20:00,3,False
820,mramesmr,Fast Food,Cheap,Jamaica,9:00 - 20:00,5,False
821,nhinzems,Thai,Cheap,Chelsea,9:00 - 20:00,4,True
822,bbourgaizemt,Pizza,Cheap,SoHo,9:00 - 20:00,3,True
823,mmckerleymu,Japanese,Cheap,Park Slope,9:00 - 20:00,1,False
824,slangmv,Korean,Medium,Grasmere,9:00 - 20:00,4,False
825,lgookemw,Thai,Expensive,Greenwich Village,9:00 - 20:00,4,True
826,ddrinkelmx,Indian,Medium,Lower East Side,9:00 - 20:00,3,False
827,sbricemy,Japanese,Medium,Sunnyside,9:00 - 20:00,3,False
828,cdowallmz,Thai,Cheap,Harlem,9:00 - 20:00,1,True
829,bdemitrisn0,Thai,Cheap,Midtown,9:00 - 20:00,5,True
830,tcolebeckn1,Pizza,Expensive,Harlem,9:00 - 20:00,3,False
831,sashwoodn2,Korean,Medium,Throgs Neck,9:00 - 20:00,3,True
832,djorczykn3,Indian,Expensive,Belmont,9:00 - 20:00,4,False
833,sparkenn4,Indian,Medium,Kingsbridge,9:00 - 20:00,5,False
834,mlafrentzn5,Fast Food,Cheap,Upper West Side,9:00 - 20:00,2,False
835,gtullettn6,Chinese,Cheap,Harlem,9:00 - 20:00,5,False
836,mpibsworthn7,Korean,Medium,Grasmere,9:00 - 20:00,5,True
837,charlickn8,American,Cheap,Kingsbridge,9:00 - 20:00,5,True
838,cmeachern9,Burger,Cheap,Morris Park,9:00 - 20:00,3,False
839,trittelmeyerna,American,Expensive,Pelham Bay,9:00 - 20:00,2,False
840,mroulliernb,Korean,Cheap,Great Kills,9:00 - 20:00,2,False
841,shardestync,American,Medium,Midtown,9:00 - 20:00,2,False
842,cbernardynd,Indian,Expensive,Pelham Bay,9:00 - 20:00,3,True
843,lmossmanne,Indian,Medium,Midtown,9:00 - 20:00,3,False
844,afouxnf,Japanese,Medium,Lower East Side,9:00 - 20:00,4,False
845,lmonelling,Chinese,Cheap,Bayside,9:00 - 20:00,3,False
846,mtolomellinh,Pizza,Medium,Harlem,9:00 - 20:00,1,False
847,rjosiahni,Korean,Cheap,Red Hook,9:00 - 20:00,2,False
848,jjarmynnj,Burger,Medium,Kingsbridge,9:00 - 20:00,5,False
849,hlowthiannk,Korean,Cheap,Greenpoint,9:00 - 20:00,4,True
850,mgingoldnl,Chinese,Expensive,Throgs Neck,9:00 - 20:00,5,True
851,ichallinornm,American,Cheap,Bedford-Stuyvesant,9:00 - 20:00,3,False
852,krowneynn,Pizza,Medium,Pelham Bay,9:00 - 20:00,1,False
853,gbesterno,Indian,Cheap,Midtown,9:00 - 20:00,4,True
854,vcrispinnp,Pizza,Expensive,Hunts Point,9:00 - 20:00,2,False
855,ctythacottnq,American,Medium,New Brighton,9:00 - 20:00,3,False
856,tvantnr,Indian,Medium,Rego Park,9:00 - 20:00,5,True
857,icallowayns,Chinese,Cheap,Kingsbridge,9:00 - 20:00,5,False
858,jlamblotnt,Fast Food,Cheap,Park Slope,9:00 - 20:00,5,True
859,ocattellionnu,Burger,Expensive,Soundview,9:00 - 20:00,2,False
860,kmcelorynv,Burger,Cheap,DUMBO,9:00 - 20:00,5,True
861,daleksichnw,Chinese,Expensive,Rosebank,9:00 - 20:00,3,True
862,hmccarlienx,Thai,Cheap,Stapleton,9:00 - 20:00,4,False
863,mwillsny,Fast Food,Expensive,Brooklyn Heights,9:00 - 20:00,5,False
864,sgrishukovnz,Indian,Expensive,Stapleton,9:00 - 20:00,4,True
865,ariedigero0,Italian,Cheap,Forest Hills,9:00 - 20:00,4,True
866,dcodlino1,Italian,Expensive,Jamaica,9:00 - 20:00,2,False
867,rlarmetto2,Burger,Medium,Morris Park,9:00 - 20:00,5,True
868,lglasheeno3,Italian,Expensive,Brooklyn Heights,9:00 - 20:00,3,True
869,nwindrumo4,Fast Food,Medium,Hunts Point,9:00 - 20:00,1,True
870,arossero5,Korean,Expensive,Flushing,9:00 - 20:00,1,True
871,champtono6,Italian,Expensive,Stapleton,9:00 - 20:00,4,True
872,opidgeno7,Thai,Cheap,Greenwich Village,9:00 - 20:00,4,True
873,idorricotto8,Chinese,Cheap,Astoria,9:00 - 20:00,5,True
874,lcystero9,Japanese,Cheap,Forest Hills,9:00 - 20:00,4,True
875,bgrigoronioa,Japanese,Medium,Throgs Neck,9:00 - 20:00,3,True
876,nbessellob,Fast Food,Expensive,SoHo,9:00 - 20:00,3,True
877,cbassiloc,Burger,Cheap,Riverdale,9:00 - 20:00,3,False
878,acowinod,Chinese,Medium,Kingsbridge,9:00 - 20:00,4,False
879,gdinwoodieoe,Fast Food,Medium,Bayside,9:00 - 20:00,1,False
880,mgillumof,Pizza,Medium,Lower East Side,9:00 - 20:00,5,True
881,tshieldsog,Japanese,Cheap,Riverdale,9:00 - 20:00,4,False
882,rleamanoh,Chinese,Expensive,Stapleton,9:00 - 20:00,3,True
883,vchitteroi,French,Medium,Tottenville,9:00 - 20:00,5,True
884,amacneilloj,Mexican,Cheap,Westerleigh,9:00 - 20:00,3,False
885,ldodsleyok,Thai,Medium,Washington Heights,9:00 - 20:00,5,False
886,kfeaverol,Thai,Expensive,Hunts Point,9:00 - 20:00,2,False
887,djosowitzom,French,Cheap,Grasmere,9:00 - 20:00,3,False
888,ldodgeon,French,Cheap,Washington Heights,9:00 - 20:00,4,True
889,svineoo,Mexican,Cheap,Greenpoint,9:00 - 20:00,5,False
890,fsestonop,French,Medium,Throgs Neck,9:00 - 20:00,1,True
891,arogerotoq,Thai,Medium,Forest Hills,9:00 - 20:00,3,True
892,rfritcheor,Mexican,Expensive,Tottenville,9:00 - 20:00,1,False
893,ayakoboviczos,Pizza,Cheap,Upper East Side,9:00 - 20:00,4,True
894,hpefferot,Chinese,Cheap,Throgs Neck,9:00 - 20:00,2,False
895,ealeshkovou,Japanese,Expensive,Annadale,9:00 - 20:00,4,True
896,jwalkeyov,Indian,Expensive,Woodside,9:00 - 20:00,1,False
897,dskullow,Thai,Cheap,Prospect Heights,9:00 - 20:00,1,True
898,bjacqueminetox,Italian,Expensive,Throgs Neck,9:00 - 20:00,5,True
899,ggovenlockoy,Burger,Medium,Rosebank,9:00 - 20:00,4,True
900,lwittkeoz,American,Medium,Grasmere,9:00 - 20:00,1,False
901,gmoggiep0,Indian,Cheap,Jackson Heights,9:00 - 20:00,3,True
902,dsteggalsp1,Chinese,Cheap,Pelham Bay,9:00 - 20:00,2,False
903,tgrieswoodp2,Italian,Medium,DUMBO,9:00 - 20:00,5,False
904,tchyuertonp3,American,Expensive,Rego Park,9:00 - 20:00,5,False
905,ghiskeyp4,Indian,Expensive,Pelham Bay,9:00 - 20:00,2,True
906,rminghip5,French,Cheap,Hunts Point,9:00 - 20:00,2,True
907,sogilbyp6,Mexican,Expensive,Brooklyn Heights,9:00 - 20:00,2,False
908,kjollyep7,Indian,Medium,Westerleigh,9:00 - 20:00,3,True
909,rgriegerp8,French,Cheap,Greenwich Village,9:00 - 20:00,2,False
910,bbohjep9,Mexican,Expensive,Woodside,9:00 - 20:00,3,True
911,ecolleerpa,Indian,Expensive,Bedford-Stuyvesant,9:00 - 20:00,5,True
912,qedgeonpb,Japanese,Expensive,Chelsea,9:00 - 20:00,4,False
913,erakestrawpc,Indian,Medium,Throgs Neck,9:00 - 20:00,4,False
914,bbarenskypd,Mexican,Expensive,Mott Haven,9:00 - 20:00,1,True
915,rcrowleype,Indian,Cheap,Westerleigh,9:00 - 20:00,2,False
916,shexhampf,Italian,Cheap,Rego Park,9:00 - 20:00,2,False
917,rmosspg,Fast Food,Expensive,Stapleton,9:00 - 20:00,3,False
918,lklimochkinph,French,Cheap,Woodside,9:00 - 20:00,4,True
919,hrisbridgerpi,Chinese,Expensive,Morris Park,9:00 - 20:00,2,True
920,lmatushevichpj,Italian,Expensive,Mott Haven,9:00 - 20:00,3,False
921,bbrockmanpk,Chinese,Expensive,DUMBO,9:00 - 20:00,2,False
922,ccanbypl,Burger,Expensive,Greenpoint,9:00 - 20:00,1,False
923,sglowachpm,Italian,Cheap,Mott Haven,9:00 - 20:00,1,False
924,kleppingwellpn,Thai,Cheap,Long Island City,9:00 - 20:00,2,False
925,nkorbapo,Pizza,Cheap,Bedford-Stuyvesant,9:00 - 20:00,3,False
926,cmuntpp,Pizza,Cheap,Upper West Side,9:00 - 20:00,2,True
927,jslottpq,Pizza,Expensive,Tompkinsville,9:00 - 20:00,1,True
928,gdruganpr,Chinese,Cheap,Kingsbridge,9:00 - 20:00,2,True
929,rspekeps,Mexican,Expensive,Flushing,9:00 - 20:00,5,True
930,lkemblept,Italian,Cheap,DUMBO,9:00 - 20:00,5,False
931,pholbarrowpu,Chinese,Cheap,Tottenville,9:00 - 20:00,4,True
932,lscuttspv,Mexican,Expensive,Woodside,9:00 - 20:00,1,True
933,rperkinsonpw,Indian,Expensive,Rego Park,9:00 - 20:00,4,False
934,nredshawpx,Indian,Medium,Upper East Side,9:00 - 20:00,4,True
935,mwestleypy,Japanese,Medium,Midtown,9:00 - 20:00,3,True
936,blantaffpz,American,Expensive,Mott Haven,9:00 - 20:00,2,True
937,sswadlenq0,Korean,Expensive,DUMBO,9:00 - 20:00,2,False
938,eburgesq1,Pizza,Expensive,Flushing,9:00 - 20:00,2,True
939,dbraidfordq2,French,Expensive,Bushwick,9:00 - 20:00,2,False
940,ayoselevitchq3,French,Expensive,Greenwich Village,9:00 - 20:00,1,False
941,aphizackerlyq4,French,Cheap,Bedford-Stuyvesant,9:00 - 20:00,2,True
942,lcurnuckeq5,American,Medium,Prospect Heights,9:00 - 20:00,5,True
943,wparadisq6,Korean,Medium,Kingsbridge,9:00 - 20:00,1,True
944,rmccroryq7,Korean,Medium,Flushing,9:00 - 20:00,4,True
945,cjakubskiq8,Thai,Expensive,New Brighton,9:00 - 20:00,2,False
946,gcranfieldq9,Thai,Cheap,Annadale,9:00 - 20:00,5,True
947,mwiddicombeqa,Fast Food,Expensive,Prospect Heights,9:00 - 20:00,3,True
948,rschubuserqb,Burger,Cheap,Mott Haven,9:00 - 20:00,2,False
949,aderlqc,Indian,Expensive,Soundview,9:00 - 20:00,5,False
950,balyokhinqd,Burger,Expensive,Jackson Heights,9:00 - 20:00,3,False
951,bscallonqe,Indian,Cheap,Bushwick,9:00 - 20:00,5,True
952,bkunaqf,Italian,Expensive,Grasmere,9:00 - 20:00,5,True
953,afeareyqg,Chinese,Expensive,Park Slope,9:00 - 20:00,2,False
954,cblazebyqh,Chinese,Cheap,SoHo,9:00 - 20:00,5,True
955,kchalkeqi,Korean,Medium,Belmont,9:00 - 20:00,3,False
956,acobbledqj,Thai,Cheap,Bedford-Stuyvesant,9:00 - 20:00,1,False
957,whutableqk,Burger,Cheap,Midtown,9:00 - 20:00,3,False
958,mmarcumql,Thai,Medium,Morris Park,9:00 - 20:00,2,False
959,rjankiewiczqm,Korean,Cheap,Park Slope,9:00 - 20:00,4,False
960,ydevennieqn,Chinese,Medium,Harlem,9:00 - 20:00,5,True
961,pcicchinelliqo,Pizza,Cheap,Morris Park,9:00 - 20:00,1,True
962,elawfordqp,Fast Food,Medium,Westerleigh,9:00 - 20:00,1,False
963,kwatlingqq,Indian,Cheap,Rosebank,9:00 - 20:00,1,True
964,hcromlyqr,Thai,Medium,Midtown,9:00 - 20:00,4,True
965,efrankemaqs,Korean,Expensive,Upper West Side,9:00 - 20:00,2,False
966,nmacnellyqt,American,Cheap,New Brighton,9:00 - 20:00,5,True
967,mlongfutqu,Burger,Medium,Mott Haven,9:00 - 20:00,3,True
968,aalpsqv,Fast Food,Cheap,Bedford-Stuyvesant,9:00 - 20:00,2,False
969,kstawellqw,American,Expensive,Tompkinsville,9:00 - 20:00,5,True
970,vzanicchelliqx,Korean,Expensive,Bayside,9:00 - 20:00,3,True
971,byakovlqy,Chinese,Expensive,Crown Heights,9:00 - 20:00,5,True
972,ggayforthqz,Italian,Expensive,Park Slope,9:00 - 20:00,4,False
973,ksebrightr0,American,Cheap,Astoria,9:00 - 20:00,5,False
974,itunneyr1,Chinese,Medium,Greenpoint,9:00 - 20:00,2,True
975,zdunphyr2,Thai,Expensive,Soundview,9:00 - 20:00,1,False
976,aosemanr3,Mexican,Cheap,Greenpoint,9:00 - 20:00,1,True
977,irubbertr4,Indian,Expensive,Crown Heights,9:00 - 20:00,2,True
978,clazarer5,American,Cheap,Morris Park,9:00 - 20:00,4,False
979,bargontr6,Burger,Cheap,Tottenville,9:00 - 20:00,3,True
980,adiggr7,Fast Food,Expensive,Westerleigh,9:00 - 20:00,1,False
981,fmatonr8,Japanese,Medium,Midtown,9:00 - 20:00,4,False
982,nwildborer9,Pizza,Cheap,Park Slope,9:00 - 20:00,3,True
983,ldrabblera,American,Cheap,Bushwick,9:00 - 20:00,3,True
984,jhartillrb,Thai,Medium,Harlem,9:00 - 20:00,3,False
985,ppegrumrc,Pizza,Medium,Bayside,9:00 - 20:00,2,True
986,cransomerd,French,Expensive,Jackson Heights,9:00 - 20:00,5,True
987,mrunnallsre,American,Expensive,Riverdale,9:00 - 20:00,1,True
988,echristallrf,Thai,Cheap,Forest Hills,9:00 - 20:00,4,False
989,rciciurarg,French,Medium,Grasmere,9:00 - 20:00,5,False
990,lgaineofenglandrh,American,Expensive,Upper West Side,9:00 - 20:00,4,False
991,lnailri,Thai,Expensive,Park Slope,9:00 - 20:00,5,True
992,dkinnarrj,American,Expensive,Tompkinsville,9:00 - 20:00,2,True
993,mkrolrk,Chinese,Expensive,Crown Heights,9:00 - 20:00,2,True
994,aargonttrl,French,Cheap,Westerleigh,9:00 - 20:00,4,True
995,tgibardrm,Korean,Medium,Rosebank,9:00 - 20:00,5,False
996,mdavyrn,Thai,Expensive,Jamaica,9:00 - 20:00,1,True
997,hjaumero,Thai,Medium,Upper West Side,9:00 - 20:00,1,False
998,tpretorrp,American,Expensive,SoHo,9:00 - 20:00,3,True
999,prhodusrq,Indian,Medium,Hunts Point,9:00 - 20:00,2,False
1000,yhagwoodrr,Italian,Expensive,Tompkinsville,9:00 - 20:00,2,True
